Date,F1 : Thermique non renouvelable,F2 : Bioénergies,F3 : Hydraulique,F4 : Eolien,F5 : Solaire,F6 : Autres
20190917,38216750.0,14576792587.0,4244882205.0,49394994699.0,36675348631.0,21652656.0
20190918,40794410.0,14984037011.0,4110808006.0,120741712776.0,36137715612.0,29700144.0
20190919,86242410.0,15056868000.0,4083860255.0,128740178139.0,38496659656.0,29197152.0
20190920,26998246.0,15090195376.0,4279325520.0,125420717371.0,38135792266.0,39043152.0
20190921,12217409.0,14778308047.0,4100891539.0,111783852459.0,26571661719.0,16787664.0
20190922,8395740.0,14499965344.0,4222026749.0,104468286656.0,17303152689.0,16273632.0
20190923,77565490.0,14149897212.0,5169975545.0,65773281030.0,27084877685.0,31667472.0
20190924,132768450.0,14378796397.0,4551622886.0,113592456366.0,20060688644.0,20534304.0
20190925,122422955.0,14294788301.0,4776734587.0,122351751394.0,20772448071.0,34629312.0
20190926,142144961.0,14169228511.0,5092456683.0,137275564417.0,26132648380.0,27757296.0
20190927,106054452.0,14790357278.0,4890509725.0,135396917284.0,27634160876.0,29076816.0
20190928,13581954.0,15029782519.0,4437714820.0,140441181190.0,27566309804.0,17564976.0
20190929,13171112.0,14295988060.0,4007446982.0,217467427763.0,31975502171.0,18840624.0
20190930,46248647.0,13815916141.0,4343799383.0,89503101434.0,28570882019.0,33968976.0
20191001,96449247.0,13705232608.0,4463811815.0,140632106329.0,23935940114.0,24811200.0
20191002,127293846.0,14113232603.0,5655510040.0,99811731260.0,23120535347.0,22430016.0
20191003,100125562.0,14499473823.0,5863675329.0,38990062122.0,28904519346.0,24823680.0
20191004,183107509.0,14714517564.0,5226279063.0,139270308887.0,18792121886.0,33325344.0
20191005,49949110.0,15118857844.0,5251373579.0,43229038557.0,22723219374.0,21126576.0
20191006,9000756.0,15349712813.0,5112602250.0,117864420458.0,19383621469.0,22227552.0
20191007,112023721.0,14839605253.0,6539934171.0,75141732208.0,24690909347.0,32807040.0
20191008,171732216.0,14915532853.0,6170947726.0,114532327285.0,27961128523.0,34840224.0
20191009,361757730.0,14825987701.0,6506868708.0,152179590756.0,17100918056.0,37967664.0
20191010,457551735.0,14427755864.0,7420962341.0,117998969237.0,27546822640.0,73107648.0
20191011,260760626.0,15122475908.0,6974620334.0,127515391637.0,32369079020.0,57483552.0
20191012,13865727.0,15384148656.0,6044973596.0,120658201555.0,18089485216.0,18163584.0
20191013,10540906.0,15026896524.0,5377053563.0,148621468587.0,28132030171.0,20227152.0
20191014,296517614.0,14581314665.0,5306224472.0,109396175111.0,17113737183.0,25382208.0
20191015,404479280.0,14576346543.0,7688933773.0,83503663413.0,19611870976.0,24603888.0
20191016,519078430.0,14718695050.0,8993479161.0,162151848282.0,22896677684.0,56450208.0
20191017,414190415.0,15160467459.0,8136224112.0,95130298478.0,16373518840.0,64528800.0
20191018,123090076.0,15331904042.0,8324697743.0,157597994877.0,14413834784.0,33656064.0
20191019,21061289.0,15755867494.0,8832368782.0,68253806442.0,13305208529.0,18891744.0
20191020,21540267.0,15036217283.0,9255375380.0,63017487672.0,10950896328.0,16568400.0
20191021,595102850.0,14294748836.0,10773996362.0,64201399059.0,15292889585.0,135314064.0
20191022,691173343.0,14525466565.0,11946052182.0,28540672953.0,10839304578.0,106463232.0
20191023,451713815.0,14367033462.0,13371579255.0,62212092247.0,8643309097.0,29192544.0
20191024,771556876.0,14244287535.0,13800967899.0,99003912649.0,16623876608.0,21776976.0
20191025,451892767.0,15144740818.0,14272940736.0,104025441440.0,25250127510.0,27140544.0
20191026,40347482.0,15504860656.0,12910623647.0,151032160403.0,27859614481.0,17938416.0
20191028,357805929.0,14614986042.0,11291261643.0,53178288237.0,11839022504.0,32635056.0
20191029,611044890.0,14839474648.0,11757069153.0,70506542237.0,18762662256.0,24128400.0
20191030,855650747.0,15507783788.0,11001802160.0,47696842400.0,16232838092.0,40103232.0
20191031,8623510749.0,16330796494.0,11510257312.0,54634325148.0,11211097049.0,219555552.0
20191101,32989959495.0,16737237333.0,12042789688.0,132185816817.0,8046409105.0,830273232.0
20191102,33643125989.0,16942824406.0,14585218073.0,214607085648.0,10678266040.0,834661584.0
20191103,34156692826.0,16335067795.0,14836959811.0,152456402483.0,11660582693.0,829331712.0
20191104,34780772542.0,15493084012.0,16408651455.0,172358105300.0,12645937769.0,838681584.0
20191105,35371807328.0,15309733510.0,17191125973.0,73670122205.0,12716264187.0,821460048.0
20191106,35566642658.0,15695317673.0,17570663467.0,53237483112.0,14776426135.0,825994224.0
20191107,35569995131.0,15733267654.0,18380588063.0,131333137776.0,9741844794.0,911789040.0
20191108,35772070700.0,16182398200.0,18654669545.0,42416011520.0,14665170410.0,862480560.0
20191109,36167886161.0,16646154994.0,18649631956.0,62202705613.0,17040293842.0,871976544.0
20191110,36204496660.0,16245635636.0,17483461949.0,61727455610.0,14072197492.0,870090720.0
20191111,36139487851.0,16295732178.0,17179157767.0,122496843943.0,11542933289.0,867688416.0
20191112,36154617747.0,16050163754.0,17137803514.0,125810040942.0,17161776353.0,853592208.0
20191113,37132286005.0,16020758310.0,17140219051.0,82890210109.0,16109908441.0,831568416.0
20191114,37012530424.0,15634843293.0,16389996554.0,74391915774.0,7893954545.0,859811904.0
20191115,37304830114.0,15842110076.0,16090403633.0,58703547608.0,11431406615.0,955555584.0
20191116,37240402948.0,15918442859.0,15366876320.0,50804940278.0,11901339400.0,845767392.0
20191117,37273890018.0,15852003078.0,14787277106.0,24416279276.0,11873205837.0,843046560.0
20191118,37619100181.0,15367625152.0,15920728364.0,55292174779.0,11424104585.0,854051712.0
20191119,37597394456.0,15682652673.0,16639167270.0,31669569366.0,13986220572.0,896947056.0
20191120,38107394133.0,15732923184.0,16632666612.0,77829970345.0,9613432211.0,1046832048.0
20191121,37957496112.0,15713864177.0,16364009925.0,86383114547.0,11434939085.0,978605904.0
20191122,37600934022.0,16366014107.0,16277591743.0,165129915383.0,10037491626.0,948325728.0
20191123,37030466115.0,16691588980.0,15305943076.0,106656110211.0,7203120747.0,981293568.0
20191124,37110313238.0,16416170999.0,14605175904.0,43942882684.0,9529932316.0,958877568.0
20191125,37165426721.0,15850497210.0,15561569515.0,76046140522.0,11568999908.0,944587392.0
20191126,37035797683.0,15894337135.0,16288636257.0,127839717856.0,11646732427.0,898237248.0
20191127,37016422909.0,15746828150.0,16663672400.0,230469763948.0,10917691051.0,908341920.0
20191128,37562659629.0,15801000211.0,17475270374.0,182606201780.0,10786895618.0,937316736.0
20191129,38237147432.0,15864698050.0,18518443206.0,48595305490.0,13814527575.0,938881728.0
20191130,40317252216.0,16855377383.0,18350968454.0,84320300520.0,8758119888.0,968567568.0
20191201,41458599564.0,16293669356.0,18536615071.0,82378081186.0,7691723160.0,936620400.0
20191202,41818740927.0,15766538237.0,18875240508.0,71492991723.0,12810867812.0,1018892544.0
20191203,42374274621.0,15649109404.0,18982987533.0,49285233828.0,16709588527.0,1257900240.0
20191204,42450737652.0,16028158174.0,18717335891.0,37137604410.0,11835444524.0,1150098384.0
20191205,42103683124.0,15964676484.0,18780715850.0,21943195311.0,13167824907.0,1244479056.0
20191206,41719245869.0,16361685056.0,18271389476.0,156140844519.0,12252359956.0,1079669232.0
20191207,40774931438.0,17230078191.0,17334255220.0,88926890190.0,11237282831.0,919788576.0
20191208,40833489766.0,17125775539.0,16087964896.0,226667394522.0,11106941477.0,928719408.0
20191209,40870802233.0,16274661155.0,17577797911.0,240861382689.0,11103233932.0,945439056.0
20191210,40660863430.0,16067844830.0,18852148221.0,130102735072.0,13671977034.0,1031417376.0
20191211,41059607241.0,16343725202.0,18873113441.0,112616120128.0,6027538817.0,989791584.0
20191212,40953444402.0,16082344982.0,18722668264.0,179128362523.0,8432262706.0,935344224.0
20191213,38869830197.0,15951513678.0,15910941966.0,248852256181.0,6690728769.0,923825568.0
20191214,40231063339.0,16331775740.0,15720620538.0,227924426850.0,9717448534.0,861569568.0
20191215,40736651680.0,16654958004.0,16491203626.0,167554167519.0,12680886889.0,899406096.0
20191216,40727632060.0,16435974502.0,17162869137.0,101958068350.0,5867097262.0,934366128.0
20191217,40874891481.0,16237385291.0,18345981149.0,144131376745.0,6587915056.0,973269792.0
20191218,40963820901.0,16343314045.0,19426844202.0,121960074670.0,12331391825.0,924946800.0
20191219,38718762312.0,16734213758.0,19467683638.0,228215774588.0,5629323161.0,951175776.0
20191220,40203256106.0,16811851963.0,18671600172.0,213603483677.0,7640561381.0,959831472.0
20191221,40053765428.0,17202409841.0,19448864509.0,190386786089.0,11974841340.0,930393456.0
20191222,39453489177.0,16663794760.0,18392512085.0,225812650256.0,9345654836.0,935587632.0
20191223,40175184596.0,16152495600.0,18450256067.0,184744795257.0,11533565528.0,1042174800.0
20191224,39635660137.0,16223468580.0,19581914851.0,210923633189.0,10529197120.0,923699280.0
20191225,40211530865.0,16513478037.0,19852851407.0,78023120835.0,13775470196.0,875492112.0
20191226,40037505611.0,16502484053.0,20128150987.0,124486813605.0,10671471576.0,911231472.0
20191227,40049627141.0,16593626647.0,20419943259.0,87749743353.0,11136175124.0,986316768.0
20191228,40613034466.0,16812591584.0,20158305669.0,46015542346.0,14042275175.0,892772496.0
20191229,40596696952.0,16684495135.0,19873422714.0,54637265665.0,12068638017.0,869185152.0
20191230,40666271683.0,16245037064.0,19991669759.0,42793275688.0,16437673295.0,889988496.0
20191231,41256370142.0,16592255076.0,19916739977.0,31052823012.0,12783050052.0,945530688.0
